Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Age Range,Purchase Count,Customer Type
6761,11/23/20 5:27,Clothing,304,4,3110,Cash,46,,Johnny Peterson,46,Female,0,45-54,4,Bronze
6761,1/8/20 5:34,Clothing,20,4,3075,PayPal,46,0.0,Johnny Peterson,46,Female,0,45-54,4,Bronze
6761,5/10/21 17:46,Home,400,2,1036,Cash,46,,Johnny Peterson,46,Female,0,45-54,4,Bronze
17018,6/27/23 3:47,Home,227,2,1953,Cash,21,1.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,1/17/22 11:15,Clothing,285,3,4630,Credit Card,21,1.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,3/3/22 4:41,Books,31,1,268,Credit Card,21,0.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,5/10/20 0:33,Books,434,4,456,PayPal,21,0.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,12/9/22 8:32,Home,156,3,3937,Credit Card,21,0.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,4/30/21 13:16,Clothing,119,3,3967,PayPal,21,,Jerry Mendoza,21,Male,0,18-24,7,Bronze
17018,6/25/20 0:15,Electronics,53,4,3729,PayPal,21,1.0,Jerry Mendoza,21,Male,0,18-24,7,Bronze
11462,1/12/20 9:59,Clothing,485,3,509,PayPal,32,1.0,Cory Wagner,32,Female,0,25-34,6,Bronze
11462,1/12/23 7:48,Home,191,4,1785,PayPal,32,,Cory Wagner,32,Female,0,25-34,6,Bronze
11462,1/4/22 0:05,Books,31,5,1464,Cash,32,0.0,Cory Wagner,32,Female,0,25-34,6,Bronze
11462,8/27/20 13:27,Home,355,5,1799,Credit Card,32,1.0,Cory Wagner,32,Female,0,25-34,6,Bronze
11462,2/27/23 13:50,Books,284,3,297,Crypto,32,0.0,Cory Wagner,32,Female,0,25-34,6,Bronze
11462,4/20/20 14:48,Clothing,82,5,3439,Cash,32,0.0,Cory Wagner,32,Female,0,25-34,6,Bronze
43388,5/14/20 22:22,Home,370,5,1034,Cash,32,1.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,12/2/20 18:32,Clothing,380,2,840,Credit Card,32,1.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,4/20/22 9:45,Home,365,4,3119,PayPal,32,1.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,9/15/20 14:26,Electronics,394,3,2877,Cash,32,1.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,7/7/23 21:17,Home,20,3,3294,PayPal,32,,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,1/20/22 0:51,Clothing,101,3,4487,Credit Card,32,0.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,8/9/21 4:13,Clothing,337,2,4258,Credit Card,32,0.0,Cory Zuniga,32,Female,0,25-34,8,Silver
43388,2/27/22 9:50,Clothing,453,4,365,Cash,32,,Cory Zuniga,32,Female,0,25-34,8,Silver
39199,1/24/22 1:55,Books,362,1,1766,Credit Card,46,1.0,Ashley Shelton,46,Male,0,45-54,5,Bronze
39199,3/18/23 9:21,Home,448,2,3260,PayPal,46,1.0,Ashley Shelton,46,Male,0,45-54,5,Bronze
39199,8/20/22 0:03,Books,197,5,2442,Credit Card,46,1.0,Ashley Shelton,46,Male,0,45-54,5,Bronze
39199,7/25/20 7:42,Clothing,21,2,559,PayPal,46,,Ashley Shelton,46,Male,0,45-54,5,Bronze
39199,12/4/21 16:00,Clothing,250,2,2630,Cash,46,1.0,Ashley Shelton,46,Male,0,45-54,5,Bronze
3843,4/3/21 10:46,Electronics,441,2,556,Credit Card,43,1.0,Shelly Higgins,43,Male,0,35-44,5,Bronze
3843,2/12/22 17:01,Books,401,3,1996,Crypto,43,1.0,Shelly Higgins,43,Male,0,35-44,5,Bronze
3843,3/10/20 17:38,Electronics,276,3,4997,Credit Card,43,,Shelly Higgins,43,Male,0,35-44,5,Bronze
3843,5/16/20 21:10,Books,15,2,1651,PayPal,43,1.0,Shelly Higgins,43,Male,0,35-44,5,Bronze
3843,2/11/22 18:27,Books,164,5,3607,Credit Card,43,1.0,Shelly Higgins,43,Male,0,35-44,5,Bronze
49593,12/19/22 18:27,Home,136,5,3200,PayPal,24,1.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,5/21/21 20:48,Home,299,2,1171,Crypto,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,1/8/22 14:20,Books,196,1,2550,Credit Card,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,5/1/21 15:03,Books,227,3,1856,PayPal,24,,Steve Patton,24,Male,1,18-24,12,Platinum
49593,10/3/22 23:40,Home,291,2,419,Credit Card,24,1.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,4/3/22 16:32,Clothing,342,1,337,PayPal,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,12/12/21 8:09,Clothing,265,4,4613,PayPal,24,1.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,3/31/22 22:48,Books,124,2,1848,Crypto,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,11/27/21 19:47,Books,388,2,743,Cash,24,,Steve Patton,24,Male,1,18-24,12,Platinum
49593,12/16/22 5:11,Home,121,5,4434,PayPal,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,5/19/21 16:21,Clothing,124,1,3246,Credit Card,24,0.0,Steve Patton,24,Male,1,18-24,12,Platinum
49593,8/17/22 23:49,Books,18,5,2670,PayPal,24,1.0,Steve Patton,24,Male,1,18-24,12,Platinum
34772,11/30/20 10:39,Home,450,2,1899,Cash,51,1.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,8/18/20 23:37,Books,313,3,3770,Crypto,51,0.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,12/10/21 8:34,Electronics,389,3,1722,Cash,51,1.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,11/30/22 18:46,Clothing,177,5,4684,Credit Card,51,1.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,7/26/22 19:45,Books,15,5,3060,Credit Card,51,1.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,10/2/20 12:19,Books,62,2,2786,Credit Card,51,0.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,1/2/20 16:27,Clothing,63,3,3910,Credit Card,51,,Kimberly Burgess,51,Male,0,45-54,8,Silver
34772,6/29/20 13:01,Clothing,140,2,3469,PayPal,51,1.0,Kimberly Burgess,51,Male,0,45-54,8,Silver
47326,1/24/23 15:29,Clothing,386,3,802,Cash,39,1.0,Heather Diaz,39,Male,0,35-44,6,Bronze
47326,8/25/22 12:48,Electronics,188,5,2582,PayPal,39,,Heather Diaz,39,Male,0,35-44,6,Bronze
47326,8/8/20 16:02,Home,371,1,668,Crypto,39,1.0,Heather Diaz,39,Male,0,35-44,6,Bronze
47326,6/23/23 22:41,Clothing,400,5,1961,PayPal,39,1.0,Heather Diaz,39,Male,0,35-44,6,Bronze
47326,4/3/23 12:12,Clothing,392,2,5168,Cash,39,1.0,Heather Diaz,39,Male,0,35-44,6,Bronze
47326,10/14/21 14:16,Electronics,486,5,3882,Credit Card,39,1.0,Heather Diaz,39,Male,0,35-44,6,Bronze
24270,3/1/21 7:43,Electronics,323,1,3579,Crypto,60,1.0,Phillip Harris,60,Male,1,55-64,5,Bronze
24270,1/25/20 8:55,Books,332,2,5247,PayPal,60,1.0,Phillip Harris,60,Male,1,55-64,5,Bronze
24270,10/28/22 12:24,Clothing,92,2,1792,PayPal,60,0.0,Phillip Harris,60,Male,1,55-64,5,Bronze
24270,5/14/23 22:58,Clothing,495,2,422,Credit Card,60,0.0,Phillip Harris,60,Male,1,55-64,5,Bronze
24270,6/19/23 17:24,Clothing,127,3,4642,Credit Card,60,1.0,Phillip Harris,60,Male,1,55-64,5,Bronze
25638,11/13/22 5:57,Books,289,3,926,PayPal,64,,Eric Huynh,64,Female,0,55-64,5,Bronze
25638,1/30/21 12:30,Clothing,79,5,1470,Credit Card,64,1.0,Eric Huynh,64,Female,0,55-64,5,Bronze
25638,2/2/23 11:25,Books,294,3,1614,PayPal,64,0.0,Eric Huynh,64,Female,0,55-64,5,Bronze
25638,7/12/21 21:34,Electronics,364,2,4962,Credit Card,64,,Eric Huynh,64,Female,0,55-64,5,Bronze
25638,12/18/21 0:23,Home,133,4,4823,PayPal,64,1.0,Eric Huynh,64,Female,0,55-64,5,Bronze
44610,12/21/22 17:26,Clothing,291,5,3628,Crypto,68,0.0,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
44610,5/8/23 4:11,Clothing,16,4,3605,Credit Card,68,0.0,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
44610,1/4/21 18:47,Electronics,348,1,1752,Credit Card,68,1.0,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
44610,11/19/21 17:40,Clothing,212,4,3156,Credit Card,68,1.0,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
44610,10/8/22 14:22,Home,90,3,4768,Credit Card,68,1.0,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
44610,5/30/20 14:16,Books,46,2,1738,Credit Card,68,,Jennifer Cruz,68,Male,0,65 and above,6,Bronze
42239,1/27/22 22:49,Home,39,2,5118,Crypto,67,1.0,Brian Ross,67,Male,0,65 and above,6,Bronze
42239,2/15/23 17:11,Clothing,424,1,1683,Cash,67,,Brian Ross,67,Male,0,65 and above,6,Bronze
42239,2/7/23 13:42,Clothing,229,2,4546,PayPal,67,0.0,Brian Ross,67,Male,0,65 and above,6,Bronze
42239,3/4/20 4:39,Home,127,2,5015,Cash,67,,Brian Ross,67,Male,0,65 and above,6,Bronze
42239,4/26/20 22:09,Home,113,2,734,PayPal,67,0.0,Brian Ross,67,Male,0,65 and above,6,Bronze
42239,10/25/20 1:16,Clothing,129,5,1839,PayPal,67,1.0,Brian Ross,67,Male,0,65 and above,6,Bronze
36664,3/6/21 6:25,Books,404,5,1950,Cash,22,1.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,4/9/20 9:11,Electronics,437,5,2968,Crypto,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,11/11/20 3:59,Electronics,445,4,2773,Cash,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,7/19/23 2:29,Books,340,5,965,Credit Card,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,12/23/20 17:03,Clothing,100,4,3013,Crypto,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,3/28/20 23:47,Electronics,409,3,2025,PayPal,22,1.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,4/21/21 12:42,Clothing,86,1,3670,PayPal,22,1.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,9/16/22 15:43,Electronics,354,2,1457,Credit Card,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
36664,12/3/22 15:32,Home,250,2,2197,Credit Card,22,0.0,Scott Calhoun,22,Female,1,18-24,9,Silver
23703,7/7/22 6:26,Books,449,4,4067,PayPal,19,0.0,Gregory Bolton,19,Female,1,18-24,4,Bronze
23703,4/18/21 7:03,Clothing,80,4,4371,Credit Card,19,,Gregory Bolton,19,Female,1,18-24,4,Bronze
23703,2/18/20 8:14,Home,158,4,2876,Credit Card,19,0.0,Gregory Bolton,19,Female,1,18-24,4,Bronze
23703,11/30/20 5:18,Clothing,450,3,4174,PayPal,19,1.0,Gregory Bolton,19,Female,1,18-24,4,Bronze
6089,11/28/20 4:50,Home,215,2,4781,Credit Card,49,,Megan Reed,49,Male,0,45-54,10,Platinum
6089,1/24/20 5:58,Books,151,3,2570,Cash,49,1.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,1/10/22 22:12,Clothing,92,3,265,PayPal,49,0.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,5/23/23 18:03,Books,46,4,4767,Credit Card,49,0.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,5/27/22 0:39,Electronics,69,2,936,Crypto,49,1.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,10/4/20 3:37,Home,417,4,3034,Cash,49,0.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,2/14/21 23:03,Books,349,3,2875,PayPal,49,1.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,2/17/22 18:29,Books,153,3,619,PayPal,49,0.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,6/13/21 3:23,Clothing,450,5,3578,Credit Card,49,1.0,Megan Reed,49,Male,0,45-54,10,Platinum
6089,9/21/20 22:45,Electronics,56,3,2959,Credit Card,49,1.0,Megan Reed,49,Male,0,45-54,10,Platinum
34085,6/20/20 23:00,Electronics,289,5,3666,Cash,63,,John White,63,Male,0,55-64,5,Bronze
34085,1/31/21 15:39,Books,462,3,789,Credit Card,63,,John White,63,Male,0,55-64,5,Bronze
34085,3/21/21 11:49,Books,16,3,3357,Cash,63,,John White,63,Male,0,55-64,5,Bronze
34085,11/27/22 13:42,Electronics,88,3,1468,Cash,63,0.0,John White,63,Male,0,55-64,5,Bronze
34085,5/17/22 1:51,Home,71,2,2712,Credit Card,63,0.0,John White,63,Male,0,55-64,5,Bronze
43154,8/4/20 5:06,Books,432,1,3877,Cash,41,1.0,Dwayne Shelton,41,Female,1,35-44,5,Bronze
43154,9/26/22 16:35,Books,393,1,1388,Credit Card,41,1.0,Dwayne Shelton,41,Female,1,35-44,5,Bronze
43154,6/14/20 12:00,Books,184,3,3554,Credit Card,41,1.0,Dwayne Shelton,41,Female,1,35-44,5,Bronze
43154,1/30/22 4:49,Books,103,5,3664,Crypto,41,0.0,Dwayne Shelton,41,Female,1,35-44,5,Bronze
43154,12/7/22 15:54,Home,118,3,2854,Cash,41,0.0,Dwayne Shelton,41,Female,1,35-44,5,Bronze
24260,10/9/20 0:41,Electronics,485,2,1317,Cash,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,8/13/21 23:45,Clothing,416,3,2937,PayPal,27,1.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,2/15/21 0:42,Clothing,334,5,409,Credit Card,27,,Linda Williams,27,Male,0,25-34,12,Platinum
24260,9/17/20 10:24,Books,413,4,2524,Credit Card,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,9/21/22 4:46,Electronics,492,5,4220,PayPal,27,1.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,12/14/20 8:46,Electronics,12,3,303,PayPal,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,5/27/21 17:49,Books,198,4,707,Cash,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,6/11/22 16:02,Home,375,3,986,Credit Card,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,6/18/20 20:09,Clothing,38,3,2774,Credit Card,27,,Linda Williams,27,Male,0,25-34,12,Platinum
24260,10/1/21 2:54,Books,196,5,3607,Credit Card,27,1.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,11/22/21 19:53,Clothing,489,3,671,PayPal,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
24260,3/15/21 10:10,Books,414,5,2327,Crypto,27,0.0,Linda Williams,27,Male,0,25-34,12,Platinum
15269,8/23/23 14:14,Clothing,341,3,2152,PayPal,59,1.0,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,12/1/21 12:39,Home,314,2,3112,Credit Card,59,1.0,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,12/14/21 21:46,Clothing,20,5,1996,Credit Card,59,0.0,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,10/25/22 6:14,Electronics,353,4,3738,Cash,59,1.0,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,7/23/21 16:14,Books,346,4,3748,Credit Card,59,0.0,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,11/9/21 12:46,Home,322,5,1900,PayPal,59,,Amanda Davis,59,Female,0,55-64,7,Bronze
15269,10/4/22 2:17,Home,430,5,1942,PayPal,59,,Amanda Davis,59,Female,0,55-64,7,Bronze
5241,4/17/21 15:48,Books,84,2,2262,Credit Card,30,,Gina Pratt,30,Male,1,25-34,5,Bronze
5241,10/10/21 7:54,Electronics,370,3,1389,Crypto,30,1.0,Gina Pratt,30,Male,1,25-34,5,Bronze
5241,11/15/21 9:12,Home,355,3,1626,Credit Card,30,1.0,Gina Pratt,30,Male,1,25-34,5,Bronze
5241,9/2/22 8:39,Clothing,55,2,1711,Crypto,30,1.0,Gina Pratt,30,Male,1,25-34,5,Bronze
5241,8/1/22 12:11,Electronics,325,1,373,PayPal,30,1.0,Gina Pratt,30,Male,1,25-34,5,Bronze
3443,1/13/20 22:41,Clothing,270,3,4366,PayPal,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,12/19/20 9:21,Electronics,384,1,2388,Credit Card,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,1/5/21 2:45,Electronics,53,2,1572,Cash,52,0.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,9/11/20 22:17,Electronics,168,4,3004,Credit Card,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,5/15/23 12:34,Books,425,4,2386,PayPal,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,5/4/21 14:09,Electronics,243,2,1768,PayPal,52,0.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,6/4/20 23:22,Electronics,428,3,1344,Credit Card,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,2/13/21 12:45,Books,108,5,3635,Cash,52,1.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
3443,2/13/21 1:23,Electronics,56,1,1040,Credit Card,52,0.0,Dr. Hunter Liu Jr.,52,Female,1,45-54,9,Silver
47413,3/6/22 16:11,Electronics,489,2,3657,PayPal,61,0.0,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,1/3/23 11:48,Clothing,114,3,5143,Credit Card,61,,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,2/23/22 2:28,Books,87,1,422,Credit Card,61,1.0,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,1/9/21 16:55,Home,258,5,704,PayPal,61,,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,6/17/22 18:26,Electronics,137,2,2056,Crypto,61,0.0,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,2/9/23 1:25,Electronics,465,3,628,Cash,61,1.0,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,8/12/23 19:34,Clothing,111,5,618,Crypto,61,,Elizabeth Brown,61,Male,1,55-64,8,Silver
47413,5/29/22 18:13,Clothing,32,5,2661,Credit Card,61,0.0,Elizabeth Brown,61,Male,1,55-64,8,Silver
39920,10/6/22 12:40,Home,122,2,1591,PayPal,38,1.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,7/28/23 2:33,Books,346,4,4375,Credit Card,38,1.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,3/5/20 10:15,Electronics,150,5,390,PayPal,38,0.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,10/20/20 22:07,Clothing,127,3,1171,Cash,38,,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,4/6/22 20:21,Home,37,1,332,Cash,38,,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,6/28/21 9:10,Clothing,419,1,2515,Crypto,38,0.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,5/8/20 13:00,Clothing,383,3,897,Credit Card,38,1.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
39920,12/29/21 22:58,Books,398,2,5152,Credit Card,38,0.0,Andrew Zimmerman,38,Female,0,35-44,8,Silver
45933,2/4/23 5:38,Home,396,2,3092,PayPal,23,0.0,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,8/19/21 22:54,Books,155,4,3944,Crypto,23,,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,5/19/21 5:01,Clothing,35,5,4714,Crypto,23,1.0,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,4/15/21 21:40,Books,202,3,4116,Crypto,23,1.0,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,3/11/20 13:25,Home,291,3,3056,Crypto,23,0.0,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,10/21/22 10:27,Home,484,4,2950,Cash,23,,Corey Barajas,23,Female,0,18-24,7,Bronze
45933,1/28/20 6:44,Clothing,49,3,423,Credit Card,23,,Corey Barajas,23,Female,0,18-24,7,Bronze
8969,3/7/23 2:16,Books,382,5,2134,Credit Card,28,1.0,Brian Salas,28,Female,1,25-34,2,Bronze
8969,4/1/22 6:55,Clothing,414,3,5124,PayPal,28,,Brian Salas,28,Female,1,25-34,2,Bronze
44809,11/11/20 19:41,Home,425,3,3669,PayPal,30,,David Vincent,30,Male,0,25-34,6,Bronze
44809,7/22/22 17:39,Clothing,113,1,2216,Crypto,30,0.0,David Vincent,30,Male,0,25-34,6,Bronze
44809,3/27/22 12:11,Clothing,95,1,620,Cash,30,0.0,David Vincent,30,Male,0,25-34,6,Bronze
44809,8/21/22 21:23,Home,349,2,3950,Credit Card,30,1.0,David Vincent,30,Male,0,25-34,6,Bronze
44809,8/29/22 1:49,Clothing,238,1,1548,Crypto,30,0.0,David Vincent,30,Male,0,25-34,6,Bronze
44809,3/21/20 15:39,Clothing,209,1,4516,Credit Card,30,0.0,David Vincent,30,Male,0,25-34,6,Bronze
6163,9/21/20 22:01,Home,424,3,544,Credit Card,30,0.0,Jennifer Klein,30,Male,0,25-34,5,Bronze
6163,6/30/22 18:37,Clothing,36,2,3736,Cash,30,1.0,Jennifer Klein,30,Male,0,25-34,5,Bronze
6163,2/4/23 11:49,Books,488,2,647,Cash,30,,Jennifer Klein,30,Male,0,25-34,5,Bronze
6163,3/1/22 12:33,Books,25,3,4216,PayPal,30,0.0,Jennifer Klein,30,Male,0,25-34,5,Bronze
6163,4/25/23 10:29,Books,155,1,1861,PayPal,30,,Jennifer Klein,30,Male,0,25-34,5,Bronze
2919,11/23/22 8:01,Books,214,4,2023,PayPal,39,,Brian Ward,39,Male,0,35-44,10,Platinum
2919,11/5/21 19:51,Books,493,1,4682,Credit Card,39,,Brian Ward,39,Male,0,35-44,10,Platinum
2919,1/31/20 12:11,Home,291,3,4768,PayPal,39,0.0,Brian Ward,39,Male,0,35-44,10,Platinum
2919,1/1/23 18:37,Books,315,1,1974,PayPal,39,1.0,Brian Ward,39,Male,0,35-44,10,Platinum
2919,4/4/20 3:45,Home,435,1,3254,Cash,39,1.0,Brian Ward,39,Male,0,35-44,10,Platinum
2919,8/28/22 6:12,Books,430,3,1777,PayPal,39,0.0,Brian Ward,39,Male,0,35-44,10,Platinum
2919,12/2/21 5:29,Books,209,4,4527,Credit Card,39,1.0,Brian Ward,39,Male,0,35-44,10,Platinum
